Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Reporting Type;Units;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);583;Micronesia (Federated States of);G;PERCENT;1.27;1.41;1.6;0.86;1.02;1.35;1.37;1.2;1.44;1.15;1.95;1.57;1.42;1.41;1.51;1.71;1.87;1.72;2;1.98;2.03;2.08;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);17;Middle Africa;G;PERCENT;88.09;88.14;87.88;86.41;83.42;84.92;83.49;82.41;80.89;80.7;79.09;78.08;73.58;72.9;73.84;75.48;76;78.16;76.62;77.09;79.53;76.7;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);496;Mongolia;G;PERCENT;5.73;6.09;6.51;6.09;5.76;5.34;4.48;4.7;4.66;4.43;4.46;4.04;2.97;3.01;3.34;3.55;3.39;1.82;2.07;2.29;2.86;3.03;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);499;Montenegro;G;PERCENT;NaN;NaN;NaN;NaN;NaN;47.61;44.83;42.27;38.76;49.16;49.09;42.77;45.86;49.34;45.95;42.96;43.89;37.77;40.6;38.74;39.56;39.64;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);500;Montserrat;G;PERCENT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0.66;2.12;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);504;Morocco;G;PERCENT;15.54;15.3;15.14;16.06;22.35;20;18.22;16.55;14.44;14.17;13.87;11.83;10.91;11.59;11.14;11.24;11.07;10.45;10.86;10.65;11.11;10.9;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);508;Mozambique;G;PERCENT;93.64;93.01;93.22;92.73;92.94;93.67;93.06;87.53;88.11;86.12;84.89;85.43;84.52;83.12;81.19;80.06;77.38;78.15;78.96;77.47;80.15;76.86;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);104;Myanmar;G;PERCENT;80.17;82.48;83.05;79.86;80.25;79.58;81.32;80.5;85.62;85.77;84.63;83.77;78.08;75.55;71.99;69.97;68.8;59.45;59.41;58.47;59.23;62.86;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);516;Namibia;G;PERCENT;34.78;30.37;33.76;33.32;34.82;34.58;35.76;36.54;32.5;33.37;31.21;31.62;31.87;30.7;30.19;29.32;29.21;30.21;30.85;30.22;31.17;29.99;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);520;Nauru;G;PERCENT;0;0;0;0;0;0;0.07;0.08;0.08;0.04;0.03;0.05;0.07;0.06;0.05;0.1;0.18;0.6;0.66;0.59;1.34;1.65;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);524;Nepal;G;PERCENT;88.29;87.76;89.95;89.44;90.3;89.52;91.25;91.31;90.47;88.93;87.29;86.95;84.72;86.01;84.04;85.23;79.45;76.77;74.98;78.25;73.09;73.72;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);528;Netherlands (Kingdom of the);G;PERCENT;1.73;1.76;1.91;1.9;2.22;2.74;3.11;3.68;3.94;4.38;3.85;4.69;4.9;4.96;5.57;5.78;5.6;6.4;7.42;8.6;10.72;12.22;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);540;New Caledonia;G;PERCENT;7.54;6.72;5.28;4.93;5.2;5.08;4.52;5.82;7.78;6.95;4.85;5.93;6.17;6.56;4.29;5.09;3.7;5.1;4.63;5.24;6.06;8.33;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);554;New Zealand;G;PERCENT;26.44;24.63;26.56;25.9;28.2;26.79;27;27.05;26.14;28.47;29.37;30.3;28.75;28.28;28.98;29.31;30.08;28.39;28.93;28.04;28.73;28.85;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);558;Nicaragua;G;PERCENT;58.42;56.66;54.67;51.49;51.17;52.76;53.29;52.61;53.77;54.56;54.44;53.3;53.27;54.28;53.02;50;49.53;48.91;51.31;50.46;52.25;50.36;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);562;Niger;G;PERCENT;87.62;87.7;87.74;86.97;86.99;87.54;87.43;86.17;86.06;83.25;80.67;77.23;72.71;78.7;78.08;78.88;80.25;82.01;81.97;80.73;81.91;79.58;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);566;Nigeria;G;PERCENT;86.04;84.54;84.53;82.88;83.98;83.92;85.79;87.06;85.72;88.12;85.98;84.1;83.87;81.36;79.86;81.31;81.12;81.56;80.76;80.08;81.81;80.31;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);570;Niue;G;PERCENT;0.6;0.58;0.63;0.71;0.79;0.83;0.78;0.95;0.57;0.86;1.37;1.27;1.19;1.17;1.16;1.11;1.05;1.06;3.02;3.01;3.08;3.01;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);807;North Macedonia;G;PERCENT;19.38;15.17;14.63;17.29;18.2;19.03;19.8;15.71;15.61;18.43;22.3;18.62;18.27;21.16;21.19;23.91;21.37;19;20.87;17.05;20.02;19.48;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);15;Northern Africa;G;PERCENT;15.04;14.68;14.35;14.27;15.1;13.73;13.5;12.25;11.64;11.52;11.09;10.96;10.37;10.3;10.17;10.02;9.81;9.63;9.67;10.28;10.96;10.48;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);747;Northern Africa and Western Asia;G;PERCENT;8.41;8.15;8.08;8.01;8.3;7.61;7.29;6.56;6.17;6.15;6.21;5.83;5.53;5.67;5.16;5.43;5.45;5.28;5.43;5.97;6.29;5.96;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);21;Northern America;G;PERCENT;7.21;6.47;6.68;7.04;7.23;7.65;8.1;8.09;8.6;9.11;9.02;9.98;10.2;10.57;10.67;10.55;10.93;11.36;11.42;11.67;12.54;12.39;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);154;Northern Europe;G;PERCENT;15.42;14.26;14.55;13.54;14.37;15.79;15.66;16.76;17.94;18.55;18.71;20.39;21.87;21.85;23.79;25.21;25.01;26.4;26.94;28.2;31.36;30.93;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);580;Northern Mariana Islands;G;PERCENT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32;0.48;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);578;Norway;G;PERCENT;60.18;59.59;59.47;56.23;56.85;58.56;57.02;57.36;58.45;56.68;56;55.98;56.94;56.6;55.75;56.54;57.68;58.85;58.93;59.83;60.85;61.36;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);9;Oceania;G;PERCENT;12.68;12.26;12.97;11.54;11.4;11.19;11.31;11.29;10.99;11.5;12.38;12.56;12.36;13.32;13.54;13.7;13.87;13.94;13.88;14.25;15.05;16.06;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);543;Oceania (exc. Australia and New Zealand);G;PERCENT;45.89;43.47;43.27;41.31;39.59;40.12;40.07;38.96;40.06;39.19;36.76;36.86;37.23;39.95;38.76;38.32;37.42;37.28;36.14;36.36;37.94;38.66;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);512;Oman;G;PERCENT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.08;0.1;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);586;Pakistan;G;PERCENT;51.05;51.54;51.39;50.09;47.93;47.96;47.04;44.85;46.63;46.43;47.4;46.76;47.2;48.13;47.22;45.88;43.69;42.1;43.36;45.88;42.7;41.56;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);585;Palau;G;PERCENT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.27;0.37;0.57;0.56;0.59;0.86;0.87;0.87;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);591;Panama;G;PERCENT;27.67;24.04;28.71;27.45;28.21;22.77;22.09;22.79;23.36;20.37;20.65;19.73;21.25;20.71;19.8;21.95;22.14;23.65;24.49;18.98;28.53;27.96;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);598;Papua New Guinea;G;PERCENT;66.38;63.44;62.49;60.4;57.48;58.56;58.86;57.13;56.93;56.02;55.25;54.73;55.45;58.34;56.93;55.33;54.81;54.68;53.38;53.18;53.62;54.5;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);600;Paraguay;G;PERCENT;70.41;69.84;67.68;67.05;66.75;68.81;66.46;68.44;65.81;65.36;63.61;62.46;63.43;62.55;62.54;60.51;62.49;60.12;59.24;60.09;61.45;58.82;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);604;Peru;G;PERCENT;38.57;41.23;40.21;40.91;37.83;38.35;38.7;36.05;33.71;32.92;32.17;30.63;30.8;28.35;28.56;27.43;27.2;27.59;27.89;27.14;31.62;30.56;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);608;Philippines;G;PERCENT;33.94;32.89;31.83;30.9;30.21;31.31;33.28;32.39;33.85;34.09;32.66;33.78;34.14;33.13;32.42;30.82;28.59;27.75;27.6;26.86;29.13;28.03;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);616;Poland;G;PERCENT;6.93;7.29;7.49;7.29;7.31;7.22;7.18;7.28;8.01;8.84;9.49;10.44;10.91;11.41;11.58;11.87;11.34;11.13;15.05;15.62;16.14;15.2;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);61;Polynesia;G;PERCENT;17.32;13.73;12.82;13.95;13.21;13.26;12.86;12.28;11.97;11.67;10.67;10.58;10.57;11.06;11.72;11.65;11.83;11.66;11.77;11.45;11.41;11.1;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);620;Portugal;G;PERCENT;20.12;20.83;18.28;22.09;19.87;18.07;22.33;23.15;23.19;24.9;27.83;27.22;25.52;30.17;30.46;27.21;29;24.42;27.47;28.19;31.33;32.33;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);630;Puerto Rico;G;PERCENT;0.55;0.54;0.5;0.5;0.5;0.56;0.48;0.49;0.51;0.52;0.4;0.66;0.53;1.38;1.65;1.86;1.89;2.26;1.36;2.42;2.46;2.57;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);634;Qatar;G;PERCENT;0.08;0.14;0.07;0.05;0.03;0.03;0.1;0.07;0.11;0.07;0.13;0.14;0.04;0.04;0.05;0.05;0.06;0.06;0.05;0.06;0.05;0.03;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);410;Republic of Korea;G;PERCENT;0.7;0.69;0.7;0.85;0.77;0.87;0.95;1.03;1.06;1.21;1.32;1.35;1.61;1.92;2.87;2.74;2.56;2.84;3.18;3.23;3.63;3.65;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);498;Republic of Moldova;G;PERCENT;5.72;5.6;5.83;5.92;4.85;4.27;4.98;4.44;4.93;4.84;20.01;20.37;22.14;23.82;24.31;24.73;25.3;26.07;25.31;22.02;22.27;21.43;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);638;Réunion;G;PERCENT;11.72;10.72;11.73;12.41;12.05;11.38;11.99;16.42;16.45;15.31;16.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);642;Romania;G;PERCENT;16.37;13.39;14.4;15.67;17.28;18.47;17.39;18.16;20.4;22.14;24.07;21.09;21.53;23.07;24.31;23.67;24.4;23.35;23.03;23.54;24.06;23.58;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);643;Russian Federation;G;PERCENT;3.5;3.62;3.46;3.28;3.55;3.61;3.48;3.67;3.31;3.6;3.34;3.23;3.24;3.61;3.3;3.2;3.36;3.25;3.18;3.22;3.68;3.54;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);646;Rwanda;G;PERCENT;86.78;86.89;87.13;87.3;87.55;89.25;90.59;90.31;90.63;90.54;90.47;89.7;88.78;88.47;87.95;86.31;85.5;84.46;82.82;81.8;81.7;79.37;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);654;Saint Helena;G;PERCENT;7.09;6.26;7.4;6.37;13.03;8.21;9.11;3.94;9.03;10.22;9.16;9.55;7.7;9.34;9.11;13.1;9.16;14.58;12.99;9.63;12.26;10.15;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);659;Saint Kitts and Nevis;G;PERCENT;26.37;25.96;24.34;26.3;21.98;25.3;0.01;0.01;0.01;0.01;0.97;0.92;1.31;1.38;1.63;1.63;1.69;1.28;1.32;1.31;1.62;1.64;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);662;Saint Lucia;G;PERCENT;24.05;22.23;21.73;20.02;18.43;18.44;16.94;16.26;15.53;15.08;13.22;12.93;12.39;12.1;11.72;11.52;11.17;10.22;10.22;10.03;9.97;9.67;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);666;Saint Pierre and Miquelon;G;PERCENT;0.42;0.49;0.45;0.41;0.44;1.37;1.38;1.86;1.46;1.43;1.55;1.59;1.4;1.49;0.96;0.95;0.94;0.92;1.06;0.94;1.06;1.25;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);670;Saint Vincent and the Grenadines;G;PERCENT;8.49;6.19;6.07;5.63;5.86;5.81;5.29;4.71;5.33;4.1;5.13;6.09;5.02;5.37;3.32;4.3;4.1;5.28;4.93;5.38;5.23;4.98;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);882;Samoa;G;PERCENT;59.69;52.41;49.58;52.41;48.82;48.89;45.96;43.18;45;43.17;41.93;40.64;40.21;42.64;41.42;37.06;36.8;35.79;36.64;34.21;35.64;35.95;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);678;Sao Tome and Principe;G;PERCENT;54.73;55.47;55.34;51.81;48.92;47.94;47.33;47.69;46.04;45.41;38.2;42.38;40.15;42.77;38.39;39.24;38.06;39.24;40.59;38.62;41.61;40.75;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);682;Saudi Arabia;G;PERCENT;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.06;0.08;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);686;Senegal;G;PERCENT;47.52;45.83;43.76;43.66;39.88;40.32;43.35;40.01;39.81;51.31;49.55;47.97;49.6;42.69;42.53;39.11;36.72;36.81;34.24;36.2;38.67;35.42;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);688;Serbia;G;PERCENT;22.09;19.55;18.01;15.67;14.64;16.1;15.33;14.03;15.5;20.68;20.47;17.44;19.47;20.03;23.25;21.24;20.91;20;21.05;21.45;25.98;27.2;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);690;Seychelles;G;PERCENT;1.52;1.26;1.1;1.12;0.96;0.94;0.95;1.01;0.91;0.83;0.71;0.85;0.8;1.47;1.37;1.36;1.21;1.24;1.23;1.21;1.34;1.72;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);694;Sierra Leone;G;PERCENT;93.32;91.16;87.96;86.54;86.54;88.11;84.37;86.35;86.04;86.14;84.89;81;79.06;74.62;73.04;74.03;73.61;74.58;75.86;75.44;75.07;71.14;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);702;Singapore;G;PERCENT;0.33;0.6;0.58;0.58;0.53;0.54;0.52;0.5;0.53;0.48;0.47;0.48;0.51;0.56;0.59;0.65;0.71;0.7;0.78;0.89;0.91;1.1;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);534;Sint Maarten (Dutch part);G;PERCENT;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);703;Slovakia;G;PERCENT;3.73;6;5.48;5.35;6.25;6.31;6.57;8.23;7.63;10;10.28;10.36;10.47;10.68;12.24;13.41;13.09;12.43;12.43;17.64;17.64;17.9;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);705;Slovenia;G;PERCENT;17.96;18.67;16.31;16.9;17.77;18.58;17.36;18.35;17.63;19.57;20.07;19.14;20.22;22.48;22.91;21.38;20.96;19.71;20.63;20.86;22.7;23.39;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);722;Small island developing States (SIDS);G;PERCENT;25.32;24.75;24.08;23.32;23.03;20.97;19.71;18.8;19.14;18.97;17.76;18.49;18.65;18.7;18.93;18.44;18.28;18.97;19.05;18.49;19.56;18.49;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);90;Solomon Islands;G;PERCENT;55.26;54.14;52.82;51.46;49.91;49.7;48.93;47.42;46.69;45.79;45.07;43.61;43.82;41.83;45.89;48.64;48.7;48.98;48.64;48.36;49.03;49.13;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);706;Somalia;G;PERCENT;93.28;93.26;92.58;92.8;93;93.3;93.47;93.02;93.37;93.63;93.57;93.65;93.9;94.4;94.64;94.5;94.78;94.9;94.93;95.03;95.51;95.37;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);710;South Africa;G;PERCENT;16.18;15.01;13.28;11.78;11.03;9.66;9.34;8.65;9.7;9.15;9.41;9.01;8.29;7.77;7.55;7.58;7.83;7.9;7.98;8.72;9.78;9.7;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);5;South America;G;PERCENT;32.83;32.32;33.3;34.44;34.09;34.38;34.89;35.19;35.1;36.15;34.6;33.82;32.9;32.45;32.14;33.25;34.26;34.61;35.38;36.21;39.47;36.51;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);728;South Sudan;G;PERCENT;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;30.56;30.13;29.45;27.49;28.66;35.08;31.49;31.45;32.8;32.39;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);35;South-Eastern Asia;G;PERCENT;38.27;37.11;36.4;35.35;33.8;33.62;33.2;32.67;33.08;32.05;30.58;29.72;28.92;28.61;28.08;25.36;25.54;24.58;23.29;21.72;22.3;22.35;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);18;Southern Africa;G;PERCENT;18.38;17.26;15.64;14.2;13.26;11.96;11.62;10.89;11.8;11.25;11.64;11.08;10.34;9.7;9.5;9.67;9.82;9.81;9.9;10.68;11.87;11.61;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);34;Southern Asia;G;PERCENT;39.49;39.34;38.3;37.87;36.89;36.24;35.2;33.73;32.75;31.47;30.99;30.15;29.98;30.16;29.31;29.06;28.53;28.16;28.65;28.56;29.84;29.09;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);39;Southern Europe;G;PERCENT;8.74;9.16;8.5;9.48;9.01;9.14;10.1;10.62;11.89;14.04;15.42;14.65;16.26;18.28;18.95;18.15;18.15;17.2;18.85;18.87;20.99;20.63;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);724;Spain;G;PERCENT;7.88;8.93;7.41;8.91;8.04;7.3;8.48;9.01;9.74;12.21;14.39;14.72;15.75;16.91;17.32;16.3;16.71;15.18;16.9;16.68;19.34;18.96;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);144;Sri Lanka;G;PERCENT;64.16;62.93;62.1;61.31;61.61;60.08;62.18;60.2;61.58;63.51;61.85;56.42;52.86;56.88;54.23;51.27;45.13;45.77;47.85;46.13;49.3;48.8;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);275;State of Palestine;G;PERCENT;17.52;17.12;21.8;21.68;23.08;22.78;18.08;20.48;20.1;16.54;14.06;15.42;12.24;11.74;10.76;10.99;12.32;10.51;12.73;13.86;15.02;15.4;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);202;Sub-Saharan Africa;G;PERCENT;72.44;72.28;71.85;71.03;70.53;70.38;70.54;70.16;70.09;70.24;70.88;70.3;69.15;68.03;67.85;68.39;68.47;68.3;67.84;68.39;70.39;69.05;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);729;Sudan;G;PERCENT;80.42;79.38;76.76;77;75.4;72.28;69.25;65.62;63.49;63.1;61.31;63.66;63.74;64.29;63.71;61.9;58.87;59.37;59.75;59.39;62.57;60.98;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);740;Suriname;G;PERCENT;23.63;24.14;27.79;24.64;22.63;18.88;22.09;24.59;26.19;26.47;22.1;21.16;15.77;17.63;12.85;11.59;11.1;15.53;18.34;14.86;14.57;14.49;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);752;Sweden;G;PERCENT;39.82;37.38;35.85;34.56;35.49;39.3;40.08;41.75;43.2;45.71;44.7;45.43;48.29;47.27;48.61;51.91;50.89;51.82;51.56;52.87;57.83;57.9;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);756;Switzerland;G;PERCENT;18.19;18.72;18.19;18.03;18.1;18.73;18.07;19.31;19.55;19.97;20.56;20.57;21.88;21.83;22.2;23.94;24.09;24.98;24.2;24.76;26.36;27.69;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);760;Syrian Arab Republic;G;PERCENT;2;2.07;1.6;1.9;2.59;2.1;1.82;1.54;1.25;0.91;1.35;1.62;2.03;3.08;2.69;0.58;1.32;1.07;0.89;1;1.1;1.14;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);762;Tajikistan;G;PERCENT;62.41;64.07;64.15;64.58;61.41;63.73;61.57;53.79;54.61;60.58;61.83;59.98;55.8;55.12;45.89;48.11;43.67;44.23;41.58;40.07;38.75;34.89;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);764;Thailand;G;PERCENT;21.8;19.88;19.9;20.2;19.89;20.11;20.52;21.61;22.62;22.84;22.83;22.95;23.56;23.21;24.41;22.64;22.42;22.24;23.69;23.94;20.93;18.97;;;;;;;;;;;;;;;;;;;;;
